,Category,Title,Date,Time,Location,City
791,Ausstellungen,»DIE BLECHTROMMEL«,07.10.2024,10:00 - 17:00 Uhr,Günter Grass-Haus,Lübeck
792,Ausstellungen,»GRASS TANZBAR«,07.10.2024,10:00 - 17:00 Uhr,Günter Grass-Haus,Lübeck
793,sonstige Ausflüge & Führungen,FAMILIEN-FAHRRADRALLYE,07.10.2024,10:30 - 12:30 Uhr,Seebrückenvorplatz,Kellenhusen
794,(Stadt)führungen,GRASWARDER FüHRUNG,07.10.2024,10:30 Uhr,Infozentrum Graswarder,Heiligenhafen
795,"Führung, Rundfahrten, Rundfahrten",INSELRUNDFAHRT MIT DEM FRIESENEXPRESS FöHR,07.10.2024,10:30 Uhr,"Fähranleger 3, Hafen",Wyk
796,sonstige Kunst & Kultur,MOIN IN BüSUM - BEGRüẞUNG DURCH DIE BüSUMER GäSTELOTSEN,07.10.2024,10:30 - 11:30 Uhr,Watt'n Hus - Freizeit- und Informationszentrum,Büsum
797,sonstige Ausflüge & Führungen,MS HANSA | TRAVEFAHRT VON LüBECK NACH TRAVEMüNDE,07.10.2024,10:30 Uhr,Anleger Hansekai,Lübeck
798,Sonstiges,ÖFFENTLICHE STADTFüHRUNG | 10:30 UHR,07.10.2024,10:30 - 12:00 Uhr,Treffpunkt: Tourist-Information am Holstentor,Lübeck
799,N/A,SAIL & BIKE | NACH BOLTENHAGEN,07.10.2024,10:30 - 16:30 Uhr,ab / an: Passathafen Travemünde,Travemünde
800,"Führung, Nationalpark & Wattenmeer, Naturkunde, Outdoor, Wattwanderung, Wattwanderungen",WATTWANDERUNG IM RANTUMER SCHLICKWATT AUF SYLT,07.10.2024,10:30 - 12:00 Uhr,"Hafen Rantum, 25980 Rantum / Sylt",Rantum / Sylt
801,"Führung, Rundfahrten, Rundfahrten",INSELRUNDFöHRFAHRTEN MIT TRECKER UND PLANWAGEN: DE URIGE FöHRTOUR,07.10.2024,10:45 Uhr,"Busfahrten Korf, Reedereigebäude, Hafen",Wyk
802,Familie & Kinder,"""LA NORIA GIGANTE""",07.10.2024,11:00 - 21:00 Uhr,"Nordstrand, Grünfläche zwischen dem Restaurant Falkenthal",Grömitz
803,"Kreativ, Kulinarisch, Sonstiges, Stadtfeste & Märkte","""U-MO-MA – UTERSUMER MONTAGS MARKT"" – DER MARKT MIT HERZ UND KULT STATUS!",07.10.2024,11:00 - 15:00 Uhr,Taarepshüs,Utersum
804,Kinder,"""WALD ERLEBEN""",07.10.2024,11:00 Uhr,Spielplatz am Minigolfplatz,Norddorf auf Amrum
805,sonstige Seminare & Kurse,AUSSTELLUNG URLAUBSORT - TATORT - DREHORT!,07.10.2024,11:00 Uhr,Trinkkurhalle,Timmendorfer Strand
806,Sonstiges,BESICHTIGUNG DER VIERMASTBARK PASSAT,07.10.2024,11:00 - 16:30 Uhr,Viermastbark Passat,Travemünde
807,Ausstellungen,BUDDENBROOKS IM BEHNHAUS,07.10.2024,11:00 - 18:00 Uhr,Museum Behnhaus Drägerhaus,Lübeck
808,sonstige Seminare & Kurse,BUDDENBROOKS IM BEHNHAUS,07.10.2024,11:00 Uhr,Museum Behnhaus Drägerhaus,Lübeck
809,"Sport, Spiel und Wellness",ERLEBNIS BOGENSCHIEẞEN – EINFACH MAL DURCHATMEN UND LOSLASSEN,07.10.2024,11:00 - 17:00 Uhr,Bogenschießanlage,Wyk
810,"Familie & Kinder, Kinder, Sport, Spiel und Wellness","FöHRER ADVENTURE GOLF & CARRERA BAHN – DER FREIZEITSPAẞ FüR ""JUNG & ALT""",07.10.2024,11:00 - 17:00 Uhr,"Föhrer Adventure Golf & Maislabyrinth, Feld 2 (auf dem Bauernhof)",Borgsum
811,Ausstellungen,GALERIE ANJA ES: KUNST!,07.10.2024,11:00 - 17:00 Uhr,Galerie Anja Es in der Alten Vogtei | Beletage,Travemünde
812,"Familie & Kinder, Kinder, Sport, Spiel und Wellness",MINI-TREFF MIT MAIKEMOIN,07.10.2024,11:00 - 12:00 Uhr,"Veranstaltungszentrum, Kleine Werkstatt, 1. Stock",Wyk
813,Sonstiges,MS HANSE | TRAVEFAHRT VON TRAVEMüNDE NACH LüBECK,07.10.2024,11:00 - 12:30 Uhr,Liegeplatz: Kaiserbrücke,Travemünde
814,(Stadt)führungen,ÖFFENTLICHE STADTFüHRUNG - KOMPAKT,07.10.2024,11:00 - 12:00 Uhr,Eulenspiegel-Brunnen,Mölln
815,Sonstiges,ÖFFENTLICHE STADTFüHRUNG | 11 UHR,07.10.2024,11:00 - 13:00 Uhr,Treffpunkt: Tourist-Information am Holstentor,Lübeck
816,N/A,SAIL & BIKE | NACH NEUSTADT,07.10.2024,11:00 - 17:00 Uhr,ab / an: Kleiner Fährplatz,Travemünde
817,N/A,SAIL & WALK,07.10.2024,11:00 - 17:00 Uhr,ab / an: Kleiner Fährplatz,Travemünde
818,Segeln & Yachting,SEGELTöRNS IN DIE LüBECKER BUCHT | VORMITTAGS,07.10.2024,11:00 - 14:00 Uhr,ab / an: Fischereihafen Travemünde oder BÖBS-Werft,Travemünde
819,Ausstellungen,"THOMAS MANNS ""DER ZAUBERBERG""",07.10.2024,11:00 - 18:00 Uhr,St. Annen-Museum,Lübeck
820,"Führung, Nationalpark & Wattenmeer, Naturkunde, Outdoor, Wattwanderung, Wattwanderungen",WATTWANDERUNG IM RANTUMER SCHLICKWATT AUF SYLT,07.10.2024,11:00 - 12:30 Uhr,"Hafen Rantum, 25980 Rantum / Sylt",Rantum / Sylt
821,sonstige Ausflüge & Führungen,WATTWANDERUNG IN BüSUM: WELTNATURERBE WATTENMEER,07.10.2024,11:00 Uhr,Treffpunkt: Leuchtturm Büsum,Büsum
822,Sonstiges,"""MIAN'S BASTELSTUNDE FüR KINDER AB 4 JAHREN""",07.10.2024,11:30 - 13:00 Uhr,Strandhaus,Grömitz
823,"Kinder, Natur","""WELTEN AUS SAND UND WIND""",07.10.2024,11:30 Uhr,Naturzentrum Amrum,Norddorf auf Amrum
824,"(Stadt)führungen, sonstige Ausflüge & Führungen",FüHRUNG ZUM FEHMARNBELT-TUNNEL IM INFOCENTER,07.10.2024,11:30 - 12:00 Uhr,Femern A / S,Burg
825,"Familie & Kinder, Kinder, Sport, Spiel und Wellness",ABENTEUERLAND AMRUM – AMRUM IST IMMER EINE REISE WERT,07.10.2024,12:00 - 17:30 Uhr,"Abenteuerland Amrum, Norddorf",Amrum
826,"Familie / Kinder, Führung, Outdoor, Schiffstour",SEETIERFANGFAHRT ZU DEN SEEHUNDSBäNKEN AB HAFEN HöRNUM,07.10.2024,12:00 - 13:30 Uhr,"Hafenstraße, 25997 Hörnum",Hörnum / Sylt
827,Sonstiges,"GROẞE HAFENRUNDFAHRT UND NATURSCHUTZGEBIETE | 12.30, 14.00 UND 15.30 UHR",07.10.2024,12:30 - 16:30 Uhr,ab / an: Überseebrücke 2,Travemünde
828,Sonstiges,BESICHTIGUNG ÄLTESTER LEUCHTTURM DEUTSCHLANDS,07.10.2024,13:00 - 16:00 Uhr,Alter Leuchtturm Travemünde,Travemünde
829,"Führung, Rundfahrten, Rundfahrten",INSELRUNDFöHRFAHRTEN MIT DEM BUS – DE ORIGINALE FöHRTOUR,07.10.2024,13:00 Uhr,"Busfahrten Korf, Reedereigebäude, Hafen",Wyk
830,"Führung, Rundfahrten, Rundfahrten",INSELRUNDFöHRFAHRTEN MIT TRECKER UND PLANWAGEN: DE URIGE FöHRTOUR,07.10.2024,13:00 Uhr,"Busfahrten Korf, Reedereigebäude, Hafen",Wyk
831,Rundfahrten,MS HANSE | TRAVEFAHRT VON LüBECK NACH TRAVEMüNDE,07.10.2024,13:00 Uhr,Anleger Hansekai,Lübeck
832,Sonstiges,MS HANSE | TRAVEFAHRT VON LüBECK NACH TRAVEMüNDE,07.10.2024,13:00 - 14:30 Uhr,"Hansekai | Anleger MS Hanse, MS Hansa, MS Hermes",Lübeck
833,"Familie & Kinder, Spielen, Quizzen & Gaming",SCHACH MATT!,07.10.2024,13:00 - 14:00 Uhr,Mini-Maxi-Club,Büsum
834,"Führung, Rundfahrten, Rundfahrten",INSELRUNDFAHRT MIT DEM FRIESENEXPRESS FöHR,07.10.2024,13:30 Uhr,"Fähranleger 3, Hafen",Wyk
835,Sonstiges,STADTFüHRUNG: GäNGE UND HöFE IM DOMVIERTEL,07.10.2024,13:30 - 15:00 Uhr,"Buddenbrooks am Markt, Markt 15",Lübeck
836,sonstige Ausflüge & Führungen,STADTFüHRUNG: GäNGE UND HöFE IM DOMVIERTEL,07.10.2024,13:30 Uhr,Treffpunkt: Buddenbrook Shop,Lübeck
837,"Ausflüge, Natur",SEETIERFANG & FAHRT IM LEBENSRAUM DER SEEHUNDE,07.10.2024,13:40 Uhr,"""MS Adler Rüm Hart"", Anleger Hafen",Wyk
838,Natur,"""SALZWIESENFüHRUNG“",07.10.2024,14:00 Uhr,Parkplatz am Haus des Gastes,Nebel
839,sonstige Sportveranstaltungen,BOGENSCHIEẞEN FüR KINDER,07.10.2024,14:00 - 15:00 Uhr,Käpt´n Kelli Klub,Kellenhusen
840,"Sport, Spiel und Wellness",BOWLING – DART – KICKER – FRISCHE PIZZA,07.10.2024,14:00 Uhr,Bi Jaine Bowlingcenter,Borgsum
841,"Führung, Outdoor, Vogelkundliche Führungen",FüHRUNG: FASZINATION VOGELZUG,07.10.2024,14:00 - 15:30 Uhr,"Deichstraße (Parkplatz Stufhusen), 25881 Westerhever",Westerhever
842,Sonstiges,HöFE UND GäNGE TOUR: VERSTECKTE WINKEL DER ALTSTADT,07.10.2024,14:00 - 15:30 Uhr,"vor dem Burgtor auf der Stadtaußenseite (Burgtorbrücke 2, 23552 Lübeck)",Lübeck
843,Sonstiges,ÖFFENTLICHE STADTFüHRUNG | 14 UHR,07.10.2024,14:00 - 16:00 Uhr,Treffpunkt: Tourist-Information am Holstentor,Lübeck
844,"Brauchtum / Tradition, Führung, Kulinarisch, Sonstiges, Tradition","RUMMELPOTT: KULINARISCH-FEINE RADTOUR VON WYK NACH NIEBLUM
– RADTOUR DORFLEBEN BEI ""FRIESENS"" –",07.10.2024,14:00 Uhr,"Rathausplatz, Seehundsbrunnen",Wyk
845,"Familie / Kinder, Führung, Outdoor, Schiffstour",SEETIERFANGFAHRT ZU DEN SEEHUNDSBäNKEN AB HAFEN HöRNUM,07.10.2024,14:00 - 15:30 Uhr,"Hafenstraße, 25997 Hörnum",Hörnum / Sylt
846,sonstige Ausflüge & Führungen,THEMENWANDERUNG,07.10.2024,14:00 - 15:30 Uhr,Tourismus Service Dahme,Dahme
847,sonstige Religion,MISSIONSNäHKREIS,07.10.2024,14:15 - 17:00 Uhr,Kirche Willinghusen (Gemeindehaus),Barsbüttel
848,sonstige Religion,BIBELKREIS,07.10.2024,14:30 - 17:00 Uhr,Kirchengemeinde Wilster (Gemeindehaus),Wilster
849,sonstige Ausflüge & Führungen,ORTSRUNDGANG - BüSUM BINNEN UND BUTEN,07.10.2024,14:30 - 16:00 Uhr,Watt´n Hus - Freizeit- und Informationszentrum,Büsum
850,"Naturkunde, sonstige Seminare & Kurse",SPUREN UND FäHRTEN MIT KINDERN ENTDECKEN,07.10.2024,14:30 - 18:00 Uhr,Umweltzentrum Uhlenkolk,Mölln
851,sonstige Seminare & Kurse,"AUSSTELLUNG ""ALLTAGSGEDANKENREISEGEPäCK""",07.10.2024,15:00 - 17:30 Uhr,Kulturhaus Alte Apotheke,Schönberg
852,Familie & Kinder,BEYBLADE-DUELL,07.10.2024,15:00 - 17:00 Uhr,KinderInsel bei der Seebrücke,Großenbrode
853,Sonstiges,ENTSPANNEN FüR FAMILIEN,07.10.2024,15:00 Uhr,Strandhaus,Grömitz
854,"Familie & Kinder, Familie / Kinder, Führung, Nationalpark & Wattenmeer, Outdoor, Strandwanderung",FAMILIEN-VERANSTALTUNG: DETEKTIV-RALLYE AM STRAND (WYK),07.10.2024,15:00 - 16:30 Uhr,"vor der Einfahrt zum Nationalpark-Haus Föhr, Strandstraße 60, 25938 Wyk",Wyk auf Föhr
855,"Familie & Kinder, FÖHRgreen Erlebnis, Kinder, Natur",FAMILIENVERANSTALTUNG: DETEKTIV-RALLYE AM STRAND,07.10.2024,15:00 Uhr,"Ende Strandstraße, beim Toilettenhaus auf der Promenade",Wyk
856,sonstige Religion,FRAUENHILFE,07.10.2024,15:00 Uhr,St. Johannes-Gemeindezentrum Kremperheide,Kremperheide
857,Kinder,LUSTIGE KREISSPIELE,07.10.2024,15:00 Uhr,"""Drachenburg"" im Haus des Gastes",Nebel
858,Segeln & Yachting,NIGHTSAILING MIT WATERSPORTSLüBECKERBUCHT | SEGELTöRN,07.10.2024,15:00 - 23:30 Uhr,ab / an: Fischereihafen Travemünde oder BÖBS-Werft,Travemünde
859,Segeln & Yachting,SEGELTöRNS IN DIE LüBECKER BUCHT | NACHMITTAGS,07.10.2024,15:00 - 18:00 Uhr,ab / an: Fischereihafen Travemünde oder BÖBS-Werft,Travemünde
860,"Führung, Outdoor",WANDERUNG: VOGELBEOBACHTUNG VOM DEICH IN ORDING,07.10.2024,15:00 - 16:30 Uhr,"Ording, Deichtreppe Hungerhamm, St. Peter-Ording",St. Peter-Ording (Ortsteil Ording)
861,"Barrierefrei, Bernsteinschleifen, Bernsteinschleifen / Basteln, Familie & Kinder, Familie / Kinder, Führung, Indoor, Malen & Basteln, Naturkunde, Vortrag",BERNSTEINSCHLEIFEN MIT BESTIMMUNG VON STRANDFUNDEN,07.10.2024,15:30 - 16:30 Uhr,"Gemeindebücherei, An der Mühle 7, 25761 Büsum",Büsum
862,"Familie & Kinder, Nationalpark & Wattenmeer",BERNSTEINSCHLEIFEN MIT BESTIMMUNG VON STRANDFUNDEN,07.10.2024,15:30 - 16:30 Uhr,Gemeindebücherei Büsum,Büsum
863,sonstige Kunst & Kultur,BERNSTEINSCHLEIFEN MIT BESTIMMUNG VON STRANDFUNDEN,07.10.2024,15:30 Uhr,Watt'n Hus - Freizeit- und Informationszentrum,Büsum
864,Lesungen & Vorträge,BILDERBUCHKINO UND KAMISHIBAI IN DER STADTBIBLIOTHEK ITZEHOE,07.10.2024,15:30 - 16:30 Uhr,Stadtbibliothek Itzehoe,Itzehoe
865,"Führung, Nationalpark & Wattenmeer, Naturkunde, Outdoor, sonstige Ausflüge & Führungen, sonstige Naturkunde, Vogelkundliche Führungen, Wattwanderungen",FüHRUNG: VöGEL BEOBACHTEN IM BELTRINGHARDER KOOG,07.10.2024,15:30 - 17:00 Uhr,"Info-Pavillon Lüttmoorsiel - Integrierte Station Westküste, Beltringharder Koog 4, 25821 Reußenköge",Reußenköge
866,"Führung, Natur, Naturveranstaltungen",VOGELKUNDLICHE FüHRUNG IM BELTRINGHARDER KOOG,07.10.2024,15:30 - 17:00 Uhr,Schutzstation Beltringharder Koog,Reußenköge
867,Natur,"""VöGEL DES NATIONALPARKS WATTENMEER""",07.10.2024,16:00 Uhr,Nordende Teerdeich,Norddorf auf Amrum
868,"Familie & Kinder, Führung, Kinder, Natur",IGELFüHRUNGEN IN DER IGELSTATION,07.10.2024,16:00 Uhr,"Igelstation, Kleingartenanlage ""Zur Freizeit"", Parzelle 8, Schifferstraße",Wyk
869,Lesungen & Vorträge,KINDERBUCHAUTORINNENLESUNG,07.10.2024,16:00 - 17:00 Uhr,Touristinfo Schönberger Strand,Schönberg
870,"FÖHRgreen Erlebnis, Führung, Natur",NATURERLEBNIS ANDELHOF – DIE HEIMISCHE NATUR ERLEBEN UND VERSTEHEN,07.10.2024,16:00 Uhr,Andelhof,Midlum
871,Familie & Kinder,T-SHIRT BEMALEN,07.10.2024,16:00 - 18:00 Uhr,Käpt´n Kelli Club,Kellenhusen
872,Kinder,"""TRAUMSTUNDE""",07.10.2024,16:30 Uhr,"""Drachenburg"" im Haus des Gastes",Nebel
873,Musikveranstaltungen,DE TRAVEMüNDER | CHORPROBE,07.10.2024,16:30 - 18:30 Uhr,Gesellschaftshaus Travemünde,Travemünde
874,Vortrag,BAUBAR,07.10.2024,17:00 - 18:00 Uhr,"Buddenbrooks am Markt, Markt 15",Lübeck
875,sonstige Ausflüge & Führungen,FLEDERMAUSFüHRUNG,07.10.2024,17:00 - 18:30 Uhr,Treffpunkt: St. Petri Kirche Kellenhusen,Kellenhusen
876,sonstige Ausflüge & Führungen,FLEDERMAUSFüHRUNG,07.10.2024,17:00 - 18:30 Uhr,Vor der St. Petri Kirche,Kellenhusen
877,Sonstiges,GRüNER MONTAG: BUNTE SANDGLäSER,07.10.2024,17:00 - 18:00 Uhr,Café Mehlbeere,Großenbrode
878,Familie & Kinder,KüMMEL`S ZAUBERSPAẞSHOW,07.10.2024,17:00 - 17:45 Uhr,Saal im Diekhuus,Kellenhusen
879,Sonstiges,LEBENSBAUM-INTERKULTURELLES THEATER-PROJEKT FüR FRAUEN,07.10.2024,17:00 - 20:00 Uhr,Aranat e.V. Frauenkommunikationszentrum,Lübeck
880,sonstige Ausflüge & Führungen,MS HANSA | TRAVEFAHRT VON TRAVEMüNDE NACH LüBECK,07.10.2024,17:00 Uhr,Anleger Kaiserbrücke Travemünde,Travemünde
881,Rundfahrten,MS HANSE | TRAVEFAHRT VON LüBECK NACH TRAVEMüNDE,07.10.2024,17:00 Uhr,Anleger Hansekai,Lübeck
882,"Familie & Kinder, FÖHRgreen Erlebnis, Kinder, Natur, Sport, Spiel und Wellness",WATT´N ESCAPE IM NATIONALPARK HAUS - SCHAFFT IHR ES DER FLUT ZU ENTKOMMEN?,07.10.2024,17:00 Uhr,Nationalpark-Haus Föhr,Wyk
883,sonstige Religion,KINDERCHOR RETHWISCH,07.10.2024,17:15 - 18:00 Uhr,Gemeinschaftshaus Neritz,Neritz
884,"Gesundheit, Yoga",KUNDALINIYOGA BEIM KNEIPP-VEREIN,07.10.2024,17:30 - 19:00 Uhr,Heilig-Geist-Zentrum,Mölln
885,Familie & Kinder,MINI-DISCO,07.10.2024,17:30 - 18:00 Uhr,KinderInsel,Großenbrode
886,"Abend- und Nachtwanderungen, Abend / Nacht, Familie / Kinder, Führung, Nationalpark & Wattenmeer, Outdoor, sonstige Ausflüge & Führungen",NORDSEE AM ABEND - ABENDWANDERUNG AUF DEM BüSUMER DEICH,07.10.2024,17:30 - 19:00 Uhr,"Deich vor dem Büsumer Leuchtturm, 25761 Büsum",Büsum
887,Yoga,YOGA MIT DEM KNEIPP-VEREIN MöLLN,07.10.2024,17:30 - 19:00 Uhr,Heilig-Geist-Zentrum,Mölln
888,Workshops & Kurse,AKZTEICHNEN  FüR   ANFäNGER:INNEN &  FORTGESCHRITTENE,07.10.2024,18:00 - 20:00 Uhr,Arbeitsgemeinschaft Kulturtreibhaus,Lübeck
889,Oper & Operette,DIE PASSAGIERIN,07.10.2024,18:00 - 19:30 Uhr,"Theater Lübeck, Kammerspiele",Lübeck
890,N/A,FRIEDENSGEBET,07.10.2024,18:00 - 19:00 Uhr,Kirche in Breitenfelde,Breitenfelde
891,"Abend- und Nachtwanderungen, Abend / Nacht, Familie / Kinder, Führung, Nationalpark & Wattenmeer, Naturkunde, Outdoor, sonstige Naturkunde",FüHRUNG: RANTUM AUF SYLT BEI NACHT,07.10.2024,18:00 - 19:30 Uhr,"Hafenstraße 1, Parkplätze VOR Antenne Sylt",Rantum / Sylt
892,Musikveranstaltungen,ORGELABEND,07.10.2024,18:00 - 19:30 Uhr,St. Jakobi,Lübeck
893,"Sport, Spiel und Wellness",BRIDGETURNIER MIT DEM FöHRER BRIDGE CLUB IM RESTAURANT STöRTEBEKER,07.10.2024,18:30 Uhr,Restaurant Störtebeker im Wrixumer Hof,Wrixum
894,Lesungen & Vorträge,"TIM PRöSE LIEST AUS ""WIR KINDER DES 20. JULI""",07.10.2024,18:30 Uhr,Thalia Bad Oldesloe,Bad Oldesloe
895,Ausstellungen,"AUSSTELLUNG ""TEXT TRIFFT TANKE""",07.10.2024,19:00 - 18:00 Uhr,Kunsttankstelle,Lübeck
896,Lesungen & Vorträge,BüCHERSCHNUPPERABEND MIT ANNEMARIE STOLTENBERG,07.10.2024,19:00 Uhr,Die Drostei,Pinneberg
897,Oper & Operette,DIE PASSAGIERIN,07.10.2024,19:00 - 20:30 Uhr,"Theater Lübeck, Kammerspiele",Lübeck
898,Musikveranstaltungen,GEMISCHTER CHOR DER TRAVEMüNDER LIEDERTAFEL VON 1843 E.V. | CHORPROBE,07.10.2024,19:00 - 21:00 Uhr,Gesellschaftshaus Travemünde,Travemünde
899,sonstige Konzerte,GEMISCHTER CHOR DER TRAVEMüNDER LIEDERTAFEL VON 1843 E.V. | CHORPROBE,07.10.2024,19:00 Uhr,Gesellschaftshaus Travemünde,Travemünde
900,sonstige Kunst & Kultur,TRISCHEN: VON DER SANDBANK ZUR VOGELINSEL,07.10.2024,19:00 Uhr,Historischer Lernort Neulandhalle,Friedrichskoog
901,Yoga,YOGA IN MöLLN,07.10.2024,19:00 - 20:00 Uhr,Robert-Koch-Park / Kulturwerkstatt,Mölln
902,Lesungen & Vorträge,IM MORGEN WäCHST EIN BIRNBAUM,07.10.2024,19:30 Uhr,Kulturwerk am See,Norderstedt
903,Theater & Schauspiel,MONDAY SHORTS,07.10.2024,19:30 - 21:00 Uhr,"Theater Lübeck, Theaterrestaurant Dülfer",Lübeck
904,Theater,MONDAY SHORTS,07.10.2024,19:30 Uhr,Theaterrestaurant Dülfer,Lübeck
905,Theater & Schauspiel,»TANZ UND TERROR« IN KOOPERATION MIT DEM GüNTER GRASS-HAUS,07.10.2024,19:30 - 20:30 Uhr,"Theater Lübeck, Theaterrestaurant",Lübeck
906,Theater,»TANZ UND TERROR« IN KOOPERATION MIT DEM GüNTER GRASS-HAUS,07.10.2024,19:30 Uhr,Theaterrestaurant Dülfer,Lübeck
907,"Natur, Vortrag","""AMRUM ERZäHLT!""",07.10.2024,20:00 Uhr,Gemeindehaus,Norddorf auf Amrum
908,sonstige Konzerte,SEBASTIAN KNAUER & JOHANNES STRATE - KLASSIK MEETS POP TOUR 2024,07.10.2024,20:00 Uhr,Musik- und Kongresshalle Lübeck,Lübeck
909,"Natur, Wattwanderung",EIN TAG IM UND AM NATIONALPARK WATTENMEER MIT DEM EHEMALIGEN NATIONALPARK RANGER ACHIM STEINBECK,07.10.2024,ganztägig,Wird bei Anmeldung bekannt gegeben,Föhr
910,"sonstige Wellness, Workshops & Kurse",ERFOLGREICHES STRESSMANAGEMENT - EINZELSEMINAR UNTERM REETDACH,07.10.2024,ganztägig,Holistische Beratungen & Reetdach Retreat - SPO,St. Peter-Ording
911,"Sport, Spiel und Wellness","HATHA-YOGA: YOGA ALS SELBSTBEHANDLUNG – JEDEN MONTAG, DIENSTAG, MITTWOCH UND DONNERSTAG IM OKTOBER",07.10.2024,ganztägig,"Zentrum für Bewegung, Klang und Stille",Wyk
912,"Familie & Kinder, Kinder, Sport, Spiel und Wellness","JUNIOREN-SEGELKURS – GRUNDKURS VON MONTAG BIS DONNERSTAG, AB 8 JAHREN",07.10.2024,ganztägig,Binnenhafen,Wyk
913,"Sport, Spiel und Wellness",SEGELN LERNEN – GRUNDKURS VON MONTAG BIS DONNERSTAG,07.10.2024,ganztägig,Binnenhafen,Wyk
914,Musikveranstaltungen,INTERNATIONALER ORGELZYKLUS JOHANN SEBASTIAN BACH,08.10.2024,00:00 Uhr,Lübecker Innenstadtkirchen,Lübeck
915,Sonstiges,QUARTIERSARBEIT DER VERBRAUCHERZENTRALE SCHLESWIG-HOLSTEIN,08.10.2024,00:00 Uhr,Verbraucherzentrale Schleswig Holstein,Lübeck
916,Sonstiges,SICHT_FELDER FüR LüBECK,08.10.2024,01:00 Uhr,Arbeitsgemeinschaft Kulturtreibhaus,Lübeck
917,sonstige Seminare & Kurse,FOTOAUSSTELLUNG „ÜBERGäNGE“ DES FOTOCLUBS NORDERSTEDT E.V.,08.10.2024,05:00 - 22:00 Uhr,Stadtpark Norderstedt,Norderstedt
918,Rundfahrten,LüHE SCHULAU FäHRE AB WEDEL,08.10.2024,06:30 Uhr,Anleger Schulauer Hafen,Wedel
919,Sonstiges,DAY SPA MIT MEERBLICK,08.10.2024,07:00 - 22:00 Uhr,ATLANTIC Grand Hotel Travemünde,Travemünde
920,Fotoveranstaltungen,FOTOKURS - LANGZEITBELICHTUNGEN AM TAG,08.10.2024,07:00 - 10:00 Uhr,Scharbeutz nach Anmeldung,Scharbeutz
921,Wochenmärkte,WOCHENMARKT,08.10.2024,07:00 Uhr,Lehnsweg Büsum,Büsum
922,sonstige Ausflüge & Führungen,"""BEI WIND UND WETTER""",08.10.2024,08:00 - 08:30 Uhr,Rückseite / Apsis der Klosterkirche,Cismar
923,sonstige Seminare & Kurse,DAS POLNISCHE PLAKAT,08.10.2024,08:00 - 13:00 Uhr,Rathaus Reinbek,Reinbek
924,N/A,N/A,N/A,N/A,N/A,N/A
925,sonstige Seminare & Kurse,"FOTOAUSSTELLUNG ""STRUKTUREN""",08.10.2024,08:00 - 12:00 Uhr,Rathaus Bad Segeberg,Bad Segeberg
926,sonstige Gesundheit,VENENMESSUNG,08.10.2024,08:00 - 18:30 Uhr,Nicolai Apotheke am Ochsenkopf,Eckernförde
927,Ausstellungen,WEIT MEHR ALS MEER | KUNSTWERKE AUS LEIDENSCHAFT,08.10.2024,08:00 - 17:00 Uhr,Kanzlei am Hafen,Travemünde
928,sonstige Seminare & Kurse,WINDART SKULPTUREN WALK,08.10.2024,08:00 Uhr,verschiedene Spielstätten in Travemünde,Travemünde
929,Ausstellungen,WINDART SKULPTUREN WALK,08.10.2024,08:00 - 23:00 Uhr,verschiedene Orte in Travemünde,Travemünde
930,Kulinarisch,WOCHENMARKT NEUSTADT IN HOLSTEIN - KAUF FRISCH UND VOR ORT,08.10.2024,08:00 - 13:00 Uhr,Marktplatz Neustadt in Holstein,Neustadt in Holstein
931,N/A,YOGA-KURSE | KURSE NACH KURSPLAN,08.10.2024,08:30 - 19:45 Uhr,Yogazentrum Travemünde,Travemünde
932,"Natur, Wattwanderung","FÄLLT LEIDER AUS !!!
WATTWANDERUNG FöHR NACH AMRUM MIT SUSANNE BLANK UND HERMANN HINSBERGER",08.10.2024,08:45 Uhr,"Deichparkplatz, ""Zum Wattenläufer""",Dunsum
933,sonstige Kunst & Kultur,"AUSSTELLUNG ""BLICKFANG""",08.10.2024,09:00 - 12:00 Uhr,Rathaus,Heiligenhafen
934,sonstige Ausflüge & Führungen,BERNSTEINFüHRUNG AM STRAND,08.10.2024,09:00 - 10:30 Uhr,Strandhaus,Grömitz
935,N/A,N/A,N/A,N/A,N/A,N/A
936,Ausstellungen,GäRTNERN IN DER STADT,08.10.2024,09:00 - 17:00 Uhr,Museum für Natur und Umwelt,Lübeck
937,N/A,HURRICANE BOOTSVERMIETUNG TRAVEMüNDE | MOTORBOOTE,08.10.2024,09:00 - 18:00 Uhr,"Hurricane BootsVermietung Travemünde, Prinzenbrücke",Travemünde
938,Ausstellungen,SUTSCHE TOUR,08.10.2024,09:00 - 18:00 Uhr,sutsche tour,Lübeck
939,Ausstellungen,UNSERE WAKENITZ,08.10.2024,09:00 - 17:00 Uhr,Museum für Natur und Umwelt,Lübeck
940,"Familie / Kinder, Führung, Outdoor, Wattwanderung",WATTWANDERUNG VOR WESTERHEVER - DAS WATT LEBT!,08.10.2024,09:00 - 11:00 Uhr,"Am Leuchtturm 1, 25881 Westerheversand",Westerheversand
941,N/A,"YOGA, TANZ, FUNCTIONAL TRAINING | KURSE NACH KURSPLAN",08.10.2024,09:00 - 21:00 Uhr,"Studio Esther Kemp | Yoga, Functional Training & Tanz",Travemünde
942,sonstige Seminare & Kurse,ERINNERN! DIE KINDER VOM BULLENHUSER DAMM (SONDERAUSSTELLUNG),08.10.2024,09:30 - 16:00 Uhr,KZ-Gedenkstätte Neuengamme,Hamburg
